Timestamp (ns),X (rad/s),Y (rad/s),Z (rad/s)
45727151620354,0.018555,-0.011896,-0.000054
45727154100197,0.016111,-0.010674,0.001168
45727156579260,0.012446,-0.010674,0.001168
45727159059104,0.010003,-0.007009,-0.000054
45727161538947,0.008781,-0.003344,-0.001275
45727164018687,0.006337,0.001543,-0.001275
45727166497645,0.006337,0.006430,-0.000054
45727168975666,0.005116,0.008873,-0.002497
45727171454677,0.006337,0.012538,-0.002497
45727173934572,0.003894,0.011317,-0.002497
45727176413635,0.006337,0.010095,-0.001275
45727178892645,0.005116,0.006430,-0.000054
45727181371708,0.006337,0.005208,-0.001275
45727183850770,0.007559,0.002765,-0.002497
45727186330614,0.006337,-0.000901,-0.001275
45727188810458,0.007559,-0.002122,-0.000054
45727191290197,0.011224,-0.003344,-0.000054
45727193769208,0.012446,-0.004566,-0.000054
45727196248947,0.016111,-0.005788,0.001168
45727198725614,0.017333,-0.008231,-0.000054
45727201205458,0.014890,-0.009453,0.001168
45727203685458,0.012446,-0.010674,0.001168
45727206164625,0.011224,-0.014340,0.001168
45727208643583,0.010003,-0.016783,0.001168
45727211123322,0.006337,-0.016783,0.001168
45727213602333,0.002672,-0.015561,0.002390
45727216082072,0.000229,-0.014340,0.002390
45727218558947,-0.000993,-0.013118,0.003612
45727221037958,-0.000993,-0.009453,0.002390
45727223517750,-0.000993,-0.007009,0.002390
45727225996812,-0.000993,-0.005788,0.001168
45727228476604,0.001450,-0.002122,0.001168
45727230955718,0.001450,-0.002122,0.002390
45727233435979,0.003894,-0.002122,0.001168
45727235915822,0.006337,-0.002122,0.001168
45727238394416,0.007559,-0.002122,0.001168
45727240810510,0.007559,-0.005788,0.003612
45727243257645,0.008781,-0.008231,0.003612
45727245670354,0.010003,-0.010674,0.003612
45727248120093,0.011224,-0.013118,0.006055
45727250548062,0.011224,-0.014340,0.004833
45727252979572,0.014890,-0.015561,0.006055
45727255412906,0.014890,-0.018005,0.007277
45727257823010,0.016111,-0.019227,0.006055
45727260253583,0.017333,-0.019227,0.006055
45727262705927,0.018555,-0.019227,0.007277
45727265118270,0.018555,-0.021670,0.008498
45727267561916,0.017333,-0.020448,0.009720
45727269978427,0.016111,-0.019227,0.008498
45727272408895,0.014890,-0.018005,0.009720
45727274857281,0.013668,-0.015561,0.008498
45727277268322,0.012446,-0.015561,0.007277
45727279704312,0.008781,-0.011896,0.006055
45727282130927,0.007559,-0.009453,0.006055
45727284580145,0.006337,-0.009453,0.004833
45727287007854,0.005116,-0.007009,0.006055
45727289438947,0.003894,-0.004566,0.004833
45727291855250,0.006337,-0.002122,0.004833
45727294300666,0.006337,-0.000901,0.007277
45727296716031,0.007559,-0.002122,0.008498
45727299100302,0.010003,-0.004566,0.008498
45727301578739,0.014890,-0.007009,0.009720
45727304007385,0.017333,-0.009453,0.012164
45727306452697,0.020998,-0.013118,0.013385
45727308886708,0.025885,-0.016783,0.014607
45727311297750,0.028329,-0.021670,0.013385
45727313734208,0.028329,-0.024113,0.014607
45727316177177,0.030772,-0.027779,0.013385
45727318609468,0.031994,-0.030222,0.014607
45727321039000,0.030772,-0.032666,0.014607
45727323452489,0.027107,-0.035109,0.014607
45727325884156,0.027107,-0.035109,0.015829
45727328327281,0.023442,-0.035109,0.015829
45727330760875,0.019776,-0.032666,0.014607
45727333192437,0.017333,-0.030222,0.013385
45727335606500,0.013668,-0.026557,0.013385
45727338051500,0.010003,-0.024113,0.013385
45727340483531,0.008781,-0.019227,0.013385
45727342915197,0.006337,-0.015561,0.012164
45727345327281,0.007559,-0.013118,0.013385
45727347775302,0.006337,-0.009453,0.010942
45727350188635,0.007559,-0.008231,0.010942
45727352635197,0.010003,-0.009453,0.012164
45727355050875,0.013668,-0.008231,0.009720
45727357481864,0.016111,-0.008231,0.012164
45727359927177,0.017333,-0.009453,0.013385
45727362341552,0.020998,-0.009453,0.013385
45727364786916,0.024663,-0.010674,0.010942
45727367219208,0.024663,-0.010674,0.010942
45727369649520,0.025885,-0.013118,0.010942
45727372064104,0.025885,-0.015561,0.010942
45727374509677,0.028329,-0.019227,0.009720
45727376924572,0.027107,-0.020448,0.010942
45727379372437,0.022220,-0.021670,0.010942
45727381786500,0.019776,-0.021670,0.010942
45727384216291,0.016111,-0.019227,0.009720
45727386663843,0.011224,-0.015561,0.009720
45727389078635,0.007559,-0.010674,0.009720
45727391525718,0.006337,-0.004566,0.008498
45727393956552,0.005116,0.000321,0.008498
45727396385718,0.002672,0.006430,0.007277
45727398814937,0.005116,0.010095,0.007277
45727401232593,0.007559,0.016204,0.006055
45727403681083,0.006337,0.019869,0.006055
45727406105822,0.008781,0.021091,0.007277
45727408502802,0.007559,0.022312,0.006055
45727410962958,0.008781,0.022312,0.004833
45727413403427,0.011224,0.022312,0.004833
45727415838010,0.010003,0.019869,0.003612
45727418317906,0.012446,0.019869,0.003612
45727420796760,0.012446,0.017425,0.002390
45727423275718,0.012446,0.014982,0.003612
45727425753687,0.013668,0.011317,0.004833
45727428233479,0.013668,0.008873,0.004833
45727430712489,0.013668,0.005208,0.006055
45727433192177,0.010003,0.002765,0.004833
45727435671135,0.010003,-0.000901,0.007277
45727438150979,0.008781,-0.004566,0.007277
45727440630718,0.006337,-0.008231,0.008498
45727443109677,0.002672,-0.010674,0.008498
45727445588739,0.002672,-0.011896,0.008498
45727448068270,-0.000993,-0.015561,0.008498
45727450544885,-0.002215,-0.015561,0.008498
45727453025250,-0.004658,-0.015561,0.008498
45727455505250,-0.004658,-0.014340,0.009720
45727457985093,-0.005880,-0.015561,0.008498
45727460464104,-0.007102,-0.013118,0.008498
45727462943218,-0.008323,-0.011896,0.008498
45727465422333,-0.008323,-0.010674,0.010942
45727467902177,-0.007102,-0.010674,0.009720
45727470382020,-0.003436,-0.010674,0.012164
45727472861760,-0.002215,-0.011896,0.012164
45727475340822,0.001450,-0.013118,0.012164
45727477819885,0.003894,-0.014340,0.013385
45727480300250,0.006337,-0.014340,0.013385
45727482779885,0.010003,-0.015561,0.013385
45727485258791,0.007559,-0.015561,0.012164
45727487737750,0.007559,-0.015561,0.012164
45727490217437,0.008781,-0.016783,0.012164
45727492697072,0.007559,-0.016783,0.009720
45727495175979,0.006337,-0.015561,0.008498
45727497655822,0.006337,-0.014340,0.009720
45727500132437,0.003894,-0.011896,0.008498
45727502612333,0.002672,-0.010674,0.008498
45727505092229,0.000229,-0.009453,0.009720
45727507571239,-0.000993,-0.008231,0.008498
45727510050250,-0.002215,-0.007009,0.008498
45727512529208,-0.004658,-0.005788,0.009720
45727515008947,-0.005880,-0.005788,0.008498
45727517487906,-0.004658,-0.003344,0.009720
45727519966864,-0.005880,-0.003344,0.008498
45727522446604,-0.003436,-0.000901,0.009720
45727524925614,-0.002215,-0.000901,0.009720
45727527404625,0.000229,0.000321,0.009720
45727529884520,0.005116,-0.002122,0.010942
45727532364260,0.008781,-0.003344,0.010942
45727534843270,0.012446,-0.004566,0.010942
45727537323062,0.016111,-0.007009,0.010942
45727539778531,0.017333,-0.010674,0.012164
45727542224625,0.020998,-0.014340,0.012164
45727544657229,0.020998,-0.018005,0.010942
45727547086708,0.022220,-0.019227,0.012164
45727549512645,0.023442,-0.021670,0.010942
45727551907020,0.024663,-0.022892,0.009720
45727554362697,0.020998,-0.021670,0.010942
45727556809677,0.018555,-0.019227,0.010942
45727559241031,0.016111,-0.015561,0.010942
45727561654625,0.014890,-0.010674,0.010942
45727564086239,0.016111,-0.007009,0.008498
45727566531916,0.014890,-0.004566,0.007277
45727568963062,0.014890,-0.000901,0.006055
45727571392437,0.016111,0.000321,0.007277
45727573808843,0.019776,0.001543,0.006055
45727576254989,0.019776,0.001543,0.007277
45727578685770,0.020998,0.002765,0.007277
45727581114625,0.023442,0.002765,0.008498
45727583530875,0.024663,0.003986,0.008498
45727585964885,0.025885,0.002765,0.007277
45727588391812,0.027107,0.002765,0.006055
45727590837125,0.029550,0.003986,0.006055
45727593253062,0.029550,0.003986,0.007277
45727595684000,0.030772,0.002765,0.007277
45727598113687,0.035659,0.002765,0.006055
45727600500718,0.035659,0.000321,0.007277
45727602980614,0.034437,-0.000901,0.008498
45727605406239,0.034437,-0.004566,0.007277
45727607852229,0.033215,-0.010674,0.009720
45727610332385,0.033215,-0.011896,0.010942
45727612811447,0.031994,-0.011896,0.010942
45727615290510,0.028329,-0.010674,0.008498
45727617770354,0.025885,-0.009453,0.008498
45727620249416,0.025885,-0.005788,0.009720
45727622729260,0.023442,-0.000901,0.007277
45727625208375,0.020998,0.003986,0.008498
45727627688062,0.019776,0.006430,0.008498
45727630167229,0.022220,0.008873,0.008498
45727632646343,0.022220,0.010095,0.007277
45727635125562,0.024663,0.008873,0.009720
45727637604677,0.024663,0.007651,0.008498
45727640084468,0.025885,0.006430,0.008498
45727642564312,0.027107,0.006430,0.010942
45727645044156,0.030772,0.003986,0.009720
45727647520822,0.030772,0.001543,0.010942
45727649999989,0.031994,-0.002122,0.013385
45727652479156,0.033215,-0.004566,0.014607
45727654958947,0.033215,-0.007009,0.012164
45727657438010,0.033215,-0.010674,0.013385
45727659917020,0.033215,-0.014340,0.013385
45727662396135,0.033215,-0.018005,0.014607
45727664873010,0.030772,-0.021670,0.015829
45727667352125,0.029550,-0.022892,0.015829
45727669831500,0.027107,-0.024113,0.014607
45727672311395,0.025885,-0.024113,0.014607
45727674790875,0.023442,-0.025335,0.015829
45727677270770,0.018555,-0.024113,0.014607
45727679749885,0.017333,-0.024113,0.014607
45727682229781,0.017333,-0.024113,0.012164
45727684709781,0.013668,-0.021670,0.012164
45727687188739,0.012446,-0.020448,0.013385
45727689668635,0.012446,-0.015561,0.013385
45727692147697,0.012446,-0.013118,0.014607
45727694627437,0.012446,-0.011896,0.012164
45727697106343,0.011224,-0.008231,0.012164
45727699583739,0.012446,-0.005788,0.012164
45727702063895,0.013668,-0.004566,0.012164
45727704542854,0.013668,-0.004566,0.010942
45727707019572,0.014890,-0.004566,0.013385
45727709498687,0.018555,-0.004566,0.012164
45727711977802,0.019776,-0.004566,0.012164
45727714456968,0.022220,-0.005788,0.012164
45727716936812,0.023442,-0.005788,0.012164
45727719416760,0.023442,-0.008231,0.012164
45727721895770,0.024663,-0.008231,0.010942
45727724374885,0.022220,-0.005788,0.010942
45727726853895,0.018555,-0.005788,0.010942
45727729333843,0.017333,-0.003344,0.009720
45727731801083,0.016111,-0.002122,0.012164
45727734250979,0.013668,-0.000901,0.009720
45727736680041,0.011224,0.000321,0.009720
45727739093218,0.007559,0.002765,0.009720
45727741525562,0.006337,0.002765,0.009720
45727743954260,0.005116,0.005208,0.009720
45727746399885,0.001450,0.005208,0.009720
45727748817281,0.002672,0.006430,0.008498
45727751262541,0.003894,0.008873,0.009720
45727753676656,0.002672,0.007651,0.008498
45727756108270,0.007559,0.008873,0.008498
45727758539677,0.006337,0.010095,0.006055
45727760968270,0.010003,0.010095,0.008498
45727763414520,0.013668,0.008873,0.007277
45727765828947,0.014890,0.007651,0.007277
45727768275718,0.016111,0.006430,0.007277
45727770708010,0.018555,0.003986,0.007277
45727773136447,0.019776,0.001543,0.007277
45727775551604,0.020998,-0.000901,0.007277
45727777949260,0.020998,-0.003344,0.007277
45727780413166,0.022220,-0.007009,0.007277
45727782859989,0.020998,-0.009453,0.006055
45727785273687,0.019776,-0.009453,0.006055
45727787705822,0.018555,-0.009453,0.004833
45727790135875,0.014890,-0.003344,0.003612
45727792567541,0.013668,0.002765,0.002390
45727795011708,0.011224,0.010095,0.001168
45727797427750,0.010003,0.016204,-0.000054
45727799816187,0.007559,0.025977,-0.000054
45727802295822,0.011224,0.033308,-0.000054
45727804719208,0.012446,0.039416,-0.000054
45727807166343,0.014890,0.040638,-0.000054
45727809580927,0.014890,0.041860,-0.000054
45727812027593,0.017333,0.044303,-0.001275
45727814441447,0.019776,0.044303,-0.002497
45727816888531,0.020998,0.043082,-0.000054
45727819303114,0.024663,0.041860,-0.001275
45727821733583,0.024663,0.041860,-0.003719
45727824180093,0.025885,0.038195,-0.004941
45727826577072,0.025885,0.035751,-0.003719
45727829044520,0.025885,0.032086,-0.003719
45727831456447,0.025885,0.027199,-0.001275
45727833887541,0.023442,0.024756,-0.000054
45727836335041,0.023442,0.018647,0.001168
45727838749052,0.023442,0.016204,0.002390
45727841209208,0.019776,0.012538,0.004833
45727843627020,0.020998,0.008873,0.003612
45727846043375,0.018555,0.007651,0.003612
45727848474416,0.018555,0.005208,0.006055
45727850917541,0.018555,0.005208,0.006055
45727853352854,0.014890,0.003986,0.004833
45727855781916,0.016111,0.005208,0.004833
45727858194989,0.014890,0.005208,0.006055
45727860641031,0.013668,0.005208,0.007277
45727863057333,0.012446,0.002765,0.008498
45727865504781,0.012446,0.003986,0.007277
45727867919000,0.013668,0.002765,0.008498
45727870347541,0.013668,0.001543,0.007277
45727872794416,0.013668,-0.000901,0.009720
45727875209885,0.014890,-0.002122,0.009720
45727877658843,0.018555,-0.002122,0.009720
45727880070666,0.018555,-0.005788,0.010942
45727882517593,0.019776,-0.007009,0.010942
45727884950979,0.019776,-0.010674,0.012164
45727887381031,0.023442,-0.013118,0.012164
45727889794052,0.023442,-0.016783,0.012164
45727892241708,0.024663,-0.018005,0.012164
45727894673062,0.025885,-0.021670,0.012164
45727897085666,0.027107,-0.022892,0.010942
45727899470666,0.027107,-0.022892,0.010942
45727901950614,0.025885,-0.022892,0.009720
45727904396500,0.023442,-0.024113,0.009720
45727906825510,0.019776,-0.024113,0.007277
45727909239677,0.017333,-0.025335,0.007277
45727911683635,0.014890,-0.025335,0.007277
45727914099260,0.012446,-0.024113,0.004833
45727916553791,0.007559,-0.022892,0.003612
45727918978166,0.006337,-0.021670,0.002390
45727921406239,0.003894,-0.019227,0.001168
45727923821916,0.002672,-0.018005,-0.000054
45727926272229,0.002672,-0.015561,-0.000054
45727928683791,0.005116,-0.013118,0.001168
45727931131187,0.006337,-0.010674,0.001168
45727933546916,0.007559,-0.010674,0.002390
45727936002593,0.010003,-0.010674,0.002390
45727938423322,0.012446,-0.011896,0.002390
45727940835458,0.016111,-0.014340,0.003612
45727943282750,0.019776,-0.014340,0.004833
45727945715927,0.022220,-0.015561,0.003612
45727948144208,0.022220,-0.018005,0.003612
45727950558010,0.023442,-0.018005,0.004833
45727953007541,0.023442,-0.016783,0.003612
45727955423114,0.022220,-0.019227,0.003612
45727957866291,0.023442,-0.016783,0.003612
45727960300406,0.020998,-0.015561,0.003612
45727962727854,0.019776,-0.013118,0.002390
45727965142802,0.017333,-0.011896,0.001168
45727967588322,0.014890,-0.009453,0.001168
45727970020927,0.012446,-0.005788,-0.001275
45727972450250,0.010003,-0.000901,-0.002497
45727974865093,0.006337,0.002765,-0.003719
45727977310822,0.005116,0.005208,-0.002497
45727979725666,0.005116,0.008873,-0.002497
45727982172958,0.002672,0.010095,-0.003719
45727984587750,0.003894,0.013760,-0.003719
45727987019260,0.005116,0.016204,-0.002497
45727989464468,0.005116,0.014982,-0.003719
45727991879625,0.006337,0.016204,-0.003719
45727994326135,0.010003,0.016204,-0.002497
45727996726916,0.010003,0.016204,-0.001275
45727999127385,0.013668,0.013760,-0.000054
45728001602385,0.017333,0.012538,0.002390
45728004033166,0.018555,0.010095,0.001168
45728006478635,0.020998,0.007651,0.001168
45728008894312,0.020998,0.002765,0.001168
45728011340822,0.020998,0.001543,0.001168
45728013755875,0.022220,0.002765,0.001168
45728016201239,0.020998,0.003986,-0.000054
45728018616031,0.018555,0.007651,-0.000054
45728021074156,0.017333,0.012538,-0.000054
45728023494625,0.014890,0.016204,-0.002497
45728025908322,0.013668,0.022312,-0.003719
45728028339052,0.012446,0.028421,-0.004941
45728030787489,0.012446,0.033308,-0.004941
45728033200979,0.012446,0.038195,-0.003719
45728035633375,0.013668,0.039416,-0.003719
45728038081395,0.012446,0.039416,-0.001275
45728040517333,0.012446,0.039416,-0.001275
45728042925927,0.013668,0.039416,-0.002497
45728045355718,0.013668,0.036973,-0.001275
45728047796760,0.013668,0.035751,-0.001275
45728050217697,0.014890,0.032086,-0.000054
45728052662177,0.018555,0.029643,0.002390
45728055100614,0.020998,0.025977,0.003612
45728057509260,0.023442,0.022312,0.004833
45728059938375,0.024663,0.014982,0.004833
45728062387697,0.025885,0.010095,0.007277
45728064801083,0.025885,0.005208,0.009720
45728067248583,0.025885,0.001543,0.010942
45728069662958,0.024663,-0.002122,0.010942
45728072093687,0.022220,-0.003344,0.012164
45728074539260,0.024663,-0.007009,0.010942
45728076954052,0.020998,-0.009453,0.010942
45728079384625,0.020998,-0.011896,0.009720
45728081867072,0.018555,-0.010674,0.010942
45728084263114,0.017333,-0.010674,0.010942
45728086675822,0.014890,-0.009453,0.012164
45728089125510,0.013668,-0.004566,0.010942
45728091554937,0.013668,-0.000901,0.012164
45728093965197,0.014890,0.003986,0.013385
45728096413062,0.012446,0.008873,0.014607
45728098844677,0.013668,0.013760,0.014607
45728101324625,0.013668,0.013760,0.017051
45728103803479,0.014890,0.010095,0.017051
45728106282437,0.016111,0.008873,0.015829
45728108762125,0.017333,0.006430,0.014607
45728111241031,0.018555,0.006430,0.014607
45728113720614,0.019776,0.003986,0.013385
45728116199416,0.019776,0.002765,0.013385
45728118678322,0.017333,0.001543,0.012164
45728121157906,0.016111,0.000321,0.013385
45728123636656,0.016111,-0.000901,0.012164
45728126116447,0.012446,-0.000901,0.010942
45728128596135,0.011224,-0.000901,0.010942
45728131075666,0.008781,-0.002122,0.009720
45728133554520,0.003894,-0.002122,0.008498
45728136034104,0.001450,-0.002122,0.006055
45728138513010,0.000229,-0.000901,0.006055
45728140992645,-0.000993,0.000321,0.004833
45728143474833,-0.003436,0.003986,0.006055
45728145953479,-0.004658,0.003986,0.004833
45728148432281,-0.004658,0.005208,0.004833
45728150911656,-0.003436,0.007651,0.003612
45728153390250,-0.003436,0.008873,0.006055
45728155869260,-0.003436,0.008873,0.007277
45728158348739,-0.000993,0.006430,0.006055
45728160828114,0.000229,0.003986,0.007277
45728163306708,0.002672,0.002765,0.007277
45728165786135,0.002672,-0.000901,0.007277
45728168264781,0.003894,-0.002122,0.007277
45728170744208,0.005116,-0.005788,0.008498
45728173223687,0.006337,-0.008231,0.007277
45728175703166,0.007559,-0.010674,0.006055
45728178181812,0.005116,-0.014340,0.006055
45728180660458,0.005116,-0.016783,0.007277
45728183139104,0.003894,-0.018005,0.006055
45728185618635,0.001450,-0.018005,0.006055
45728188098166,-0.000993,-0.018005,0.006055
45728190577645,-0.003436,-0.019227,0.006055
45728193056291,-0.004658,-0.019227,0.007277
45728195535770,-0.005880,-0.016783,0.006055
45728198015302,-0.007102,-0.015561,0.004833
45728200491916,-0.008323,-0.014340,0.003612
45728202971447,-0.010767,-0.014340,0.002390
45728205450197,-0.011989,-0.011896,0.002390
45728207929781,-0.010767,-0.009453,0.002390
45728210409260,-0.009545,-0.005788,0.002390
45728212887958,-0.008323,-0.003344,0.002390
45728215367489,-0.008323,-0.004566,0.004833
45728217846239,-0.004658,-0.003344,0.003612
45728220325770,-0.000993,-0.000901,0.002390
45728222805302,0.002672,-0.002122,0.004833
45728225237906,0.005116,-0.003344,0.003612
45728227653947,0.005116,-0.003344,0.003612
45728230099416,0.008781,-0.005788,0.003612
45728232513687,0.010003,-0.008231,0.002390
45728234945875,0.011224,-0.008231,0.002390
45728237375666,0.011224,-0.009453,0.002390
45728239808218,0.010003,-0.010674,0.002390
45728242236031,0.007559,-0.010674,0.002390
45728244667593,0.006337,-0.008231,0.001168
45728247114833,0.005116,-0.009453,0.001168
45728249530875,0.002672,-0.008231,0.001168
45728251977125,-0.000993,-0.005788,-0.000054
45728254390718,-0.002215,-0.004566,0.001168
45728256821812,-0.004658,0.000321,-0.001275
45728259250875,-0.004658,0.003986,-0.001275
45728261697697,-0.007102,0.007651,-0.000054
45728264115458,-0.007102,0.011317,-0.001275
45728266556135,-0.004658,0.011317,-0.000054
45728268991708,-0.004658,0.012538,-0.001275
45728271406083,-0.003436,0.013760,-0.001275
45728273837593,-0.000993,0.012538,-0.000054
45728276285354,0.000229,0.010095,-0.000054
45728278698218,0.001450,0.006430,-0.000054
45728281127593,0.002672,0.002765,-0.000054
45728283576135,0.003894,0.001543,-0.000054
45728286019729,0.006337,-0.000901,0.001168
45728288418947,0.005116,-0.004566,-0.000054
45728290863895,0.007559,-0.013118,0.002390
45728293344260,0.005116,-0.016783,0.002390
45728295823947,0.002672,-0.020448,0.004833
45728298300718,0.000229,-0.019227,0.004833
45728300780562,-0.002215,-0.019227,0.006055
45728303259572,-0.004658,-0.020448,0.004833
45728305739312,-0.008323,-0.019227,0.004833
45728308218218,-0.009545,-0.016783,0.006055
45728310697229,-0.011989,-0.014340,0.004833
45728313176968,-0.011989,-0.009453,0.004833
45728315655927,-0.014432,-0.005788,0.003612
45728318135666,-0.014432,0.000321,0.003612
45728320614625,-0.013210,0.002765,0.002390
45728323094364,-0.011989,0.007651,0.001168
45728325573270,-0.009545,0.010095,0.002390
45728328052177,-0.008323,0.010095,0.002390
45728330531083,-0.010767,0.010095,0.003612
45728333010093,-0.008323,0.010095,0.003612
45728335489989,-0.007102,0.010095,0.002390
45728337969677,-0.008323,0.010095,0.001168
45728340448843,-0.007102,0.008873,0.002390
45728342928635,-0.007102,0.006430,0.002390
45728345407593,-0.008323,0.005208,-0.000054
45728347886604,-0.009545,0.002765,-0.000054
45728350366447,-0.011989,0.001543,0.001168
45728352845354,-0.013210,-0.000901,0.001168
45728355324989,-0.013210,-0.002122,-0.000054
45728357804625,-0.015654,-0.004566,0.001168
45728360284260,-0.018097,-0.009453,0.002390
45728362763218,-0.020541,-0.010674,0.001168
45728365243114,-0.022984,-0.010674,-0.000054
45728367721916,-0.026649,-0.011896,-0.000054
45728370201552,-0.029093,-0.013118,-0.001275
45728372681187,-0.030314,-0.010674,-0.001275
45728375160718,-0.032758,-0.009453,-0.001275
45728377639468,-0.035201,-0.008231,-0.001275
45728380117593,-0.033980,-0.004566,-0.000054
45728382596447,-0.036423,-0.002122,-0.001275
45728385076031,-0.033980,0.000321,-0.002497
45728387554833,-0.032758,0.000321,-0.002497
45728390033687,-0.031536,0.000321,-0.001275
45728392513375,-0.030314,-0.000901,-0.002497
45728394992229,-0.027871,-0.002122,-0.001275
45728397471864,-0.025428,-0.003344,-0.002497
45728399948635,-0.024206,-0.002122,-0.002497
45728402428583,-0.024206,-0.003344,-0.004941
45728404907541,-0.020541,-0.003344,-0.004941
45728407387125,-0.021762,-0.002122,-0.006162
45728409866968,-0.021762,-0.000901,-0.007384
45728412345875,-0.024206,0.000321,-0.008606
45728414825562,-0.026649,0.003986,-0.009827
45728417305510,-0.029093,0.005208,-0.013493
45728419782906,-0.030314,0.008873,-0.013493
45728422262750,-0.031536,0.010095,-0.013493
45728424742385,-0.032758,0.011317,-0.012271
45728427221552,-0.035201,0.014982,-0.013493
45728429700614,-0.035201,0.016204,-0.013493
45728432180458,-0.033980,0.017425,-0.013493
45728434660302,-0.033980,0.016204,-0.013493
45728437140145,-0.032758,0.018647,-0.012271
45728439619416,-0.031536,0.017425,-0.012271
45728442099208,-0.031536,0.014982,-0.011049
45728444579000,-0.029093,0.014982,-0.011049
45728447058062,-0.026649,0.013760,-0.011049
45728449538062,-0.025428,0.012538,-0.011049
45728452014677,-0.024206,0.008873,-0.011049
45728454493479,-0.020541,0.006430,-0.011049
45728456974260,-0.019319,0.001543,-0.012271
45728459454052,-0.015654,-0.000901,-0.011049
45728461933062,-0.015654,-0.004566,-0.008606
45728464412072,-0.014432,-0.008231,-0.008606
45728466891135,-0.013210,-0.010674,-0.008606
45728469370927,-0.013210,-0.011896,-0.008606
45728471850666,-0.013210,-0.010674,-0.006162
45728474330406,-0.013210,-0.013118,-0.006162
45728476809364,-0.015654,-0.013118,-0.007384
45728479289104,-0.016875,-0.013118,-0.007384
45728481768479,-0.019319,-0.013118,-0.007384
45728484248218,-0.020541,-0.013118,-0.007384
45728486727958,-0.021762,-0.011896,-0.006162
45728489205614,-0.021762,-0.010674,-0.007384
45728491684520,-0.021762,-0.007009,-0.009827
45728494164260,-0.022984,-0.005788,-0.007384
45728496644000,-0.022984,-0.003344,-0.008606
45728499120562,-0.020541,-0.003344,-0.008606
45728501599416,-0.019319,-0.002122,-0.007384
45728504078270,-0.014432,-0.004566,-0.006162
45728506556083,-0.014432,-0.005788,-0.004941
45728509035875,-0.009545,-0.005788,-0.006162
45728511514833,-0.007102,-0.005788,-0.003719
45728513994520,-0.003436,-0.008231,-0.004941
45728516473479,-0.000993,-0.010674,-0.004941
45728518953322,0.001450,-0.014340,-0.003719
45728521433062,0.001450,-0.018005,-0.003719
45728523912697,0.001450,-0.019227,-0.002497
45728526391552,0.002672,-0.019227,-0.002497
45728528870406,0.000229,-0.022892,-0.002497
45728531349260,-0.002215,-0.022892,-0.001275
45728533828895,-0.002215,-0.022892,-0.003719
45728536307750,-0.003436,-0.022892,-0.003719
45728538776916,-0.007102,-0.021670,-0.003719
45728541162593,-0.009545,-0.019227,-0.006162
45728543636864,-0.011989,-0.018005,-0.006162
45728546085093,-0.011989,-0.014340,-0.004941
45728548499104,-0.013210,-0.014340,-0.004941
45728550945458,-0.013210,-0.013118,-0.006162
45728553360354,-0.013210,-0.014340,-0.007384
45728555790875,-0.013210,-0.015561,-0.004941
45728558237437,-0.011989,-0.016783,-0.004941
45728560651760,-0.010767,-0.016783,-0.002497
45728563101760,-0.008323,-0.019227,-0.001275
45728565514520,-0.008323,-0.019227,-0.001275
45728567959781,-0.004658,-0.022892,-0.000054
45728570374572,-0.002215,-0.025335,-0.000054
45728572805979,0.001450,-0.026557,0.002390
45728575251500,0.003894,-0.029000,0.001168
45728577667072,0.006337,-0.027779,0.001168
45728580096604,0.006337,-0.029000,-0.000054
45728582529572,0.007559,-0.029000,0.001168
45728584961135,0.008781,-0.027779,0.001168
45728587390562,0.005116,-0.027779,-0.000054
45728589837593,0.002672,-0.025335,-0.000054
45728592250718,0.000229,-0.021670,-0.002497
45728594682177,-0.003436,-0.019227,-0.002497
45728597114729,-0.003436,-0.015561,-0.006162
45728599497802,-0.008323,-0.010674,-0.006162
45728601972541,-0.008323,-0.003344,-0.007384
45728604389885,-0.009545,0.003986,-0.008606
45728606850770,-0.010767,0.011317,-0.007384
45728609264416,-0.010767,0.017425,-0.008606
45728611713583,-0.010767,0.023534,-0.008606
45728614128270,-0.010767,0.027199,-0.009827
45728616519885,-0.009545,0.028421,-0.011049
45728618988166,-0.007102,0.029643,-0.011049
45728621434677,-0.004658,0.030864,-0.011049
45728623865666,-0.003436,0.030864,-0.011049
45728626280406,-0.000993,0.030864,-0.012271
45728628728010,0.001450,0.033308,-0.012271
45728631142541,0.003894,0.033308,-0.012271
45728633590093,0.005116,0.030864,-0.011049
45728636018322,0.006337,0.030864,-0.012271
45728638434729,0.005116,0.027199,-0.009827
45728640880406,0.006337,0.024756,-0.011049
45728643295302,0.005116,0.022312,-0.009827
45728645740979,0.005116,0.018647,-0.009827
45728648187750,0.002672,0.016204,-0.009827
45728650586291,0.002672,0.014982,-0.008606
45728652975302,0.000229,0.013760,-0.007384
45728655455145,-0.002215,0.013760,-0.007384
45728657879729,-0.003436,0.016204,-0.006162
45728660328010,-0.005880,0.017425,-0.006162
45728662741812,-0.008323,0.019869,-0.006162
45728665189833,-0.010767,0.021091,-0.006162
45728667602906,-0.011989,0.022312,-0.006162
45728670048843,-0.014432,0.022312,-0.006162
45728672528843,-0.013210,0.022312,-0.004941
45728675006395,-0.013210,0.021091,-0.003719
45728677485510,-0.011989,0.021091,-0.002497
45728679965562,-0.008323,0.018647,-0.002497
45728682442437,-0.003436,0.017425,-0.001275
45728684922489,-0.000993,0.012538,-0.000054
45728687401656,0.001450,0.011317,0.001168
45728689881760,0.003894,0.008873,-0.001275
